AGE,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
42,109.0754113,107.6887036,106.6380301,105.6110674,104.4691973,103.9336791,102.8170528,102.1013625,101.4483952,100.9120376,100.0595809,99.79595292,99.05574278,98.56013608,98.10788822,98.00466899,97.58263205,97.33848165,97.33523079,96.89769986,96.66264284,96.86453705,96.77207716,96.93828806,96.64593056,96.54622302
43,117.5931071,116.2468862,115.0025624,113.5919652,112.4879523,111.2395933,110.4968496,109.3298951,108.6103363,107.7611662,107.0076494,106.2117982,105.6014437,105.3012383,104.5525781,104.4298944,104.1837599,103.7484627,103.5971471,103.6488975,103.2020748,103.024121,102.9529961,102.8694484,103.0030516,102.8839893
44,127.6646116,125.8704112,124.1520189,122.5723023,121.311815,119.6401592,118.5281913,117.305074,116.2979603,115.3504582,114.9801597,114.0103128,113.0515385,112.5261679,111.7755049,111.4369047,111.1934363,110.5891294,110.3601103,110.2926525,110.185653,109.7370247,109.6183896,109.9825549,109.6744333,109.5385978
45,138.5538258,136.4555182,134.3572495,132.7559731,130.8615049,129.5160616,127.5392841,126.5469994,125.2584187,124.1387037,123.1869126,122.401224,121.6657392,120.7776168,120.3192471,119.5623617,118.7419556,118.5878257,118.2931423,118.0484416,117.8287627,117.787166,117.5970625,117.5504128,117.4554745,117.3920684
46,150.7357914,148.5179062,146.1484036,143.7836091,141.8637531,140.1543413,138.4887755,136.9847259,135.5770498,134.1563776,133.108498,131.9277466,130.9549927,130.2296029,129.4206889,129.0114138,128.0245807,127.8261033,127.2955356,127.1060895,126.8434341,126.6647638,126.4833817,126.588967,126.3968612,126.3381018
47,164.5317223,162.0545816,159.3606849,156.7507277,154.624781,152.4439726,150.6981736,148.9771855,146.9530249,145.6227192,144.2374673,142.9879323,141.8012341,141.0962526,139.9321521,139.4400334,138.6064702,138.0568059,137.8086432,137.3206372,137.0323249,136.9692852,137.0209786,136.9295823,136.7163125,136.8428338
48,180.0400042,177.0776867,174.0562411,171.2959121,168.9331122,166.4216122,163.7725894,162.2423759,160.2266133,158.4650361,156.9340362,155.735699,154.4491556,153.479217,152.3753791,151.6747894,150.8362539,150.2192555,149.6597579,149.3547719,148.8815923,148.7329604,148.426514,148.6833443,148.6935511,148.6540734
49,197.0331357,193.8631267,190.4844918,187.5933195,184.5246203,182.0192414,179.3862773,177.0292519,175.0079354,173.2178714,171.2484137,169.996924,168.4032027,167.2557612,166.2780496,165.6797541,164.7693398,163.8234575,163.3919546,162.8212853,162.6735193,162.1848145,162.1968863,162.3024962,162.0708866,162.1973611
50,215.7069907,212.1044894,208.658365,205.2846436,202.1251517,199.3595362,196.7641265,194.0702303,191.8263214,189.8296438,187.8014,186.1697367,184.6589838,183.2677913,181.9434069,181.1801375,180.4216596,179.5279498,178.944229,178.4332225,178.0719643,177.628165,177.5312913,177.5078776,177.3627089,177.6976509
51,236.2878677,232.2349202,228.5025285,225.0044437,222.068688,218.9094508,215.7529501,213.118059,210.6528852,208.3559153,206.169373,204.4274283,202.6689868,201.1227679,200.0520651,198.6955692,197.9224871,197.2364358,196.3612234,195.4758059,195.5278583,194.7061342,194.8461204,194.8858806,194.8504749,194.6703487
52,258.7882362,254.5133422,250.4009672,246.7520132,243.0084445,239.8705339,236.7267819,233.7870296,231.3854509,228.5330586,226.4713402,224.857713,222.9417299,221.3534328,219.7343052,218.1437354,217.3756665,216.8149546,215.9841837,215.5820149,214.8703023,214.7606012,214.1447163,214.1908076,214.3323286,214.3092283
53,283.1124296,278.7603167,274.5132396,270.3541429,266.5905583,263.0413084,259.6969917,256.831116,254.0491761,251.7402964,249.2788305,246.8426125,245.1064835,243.5412705,241.4008948,240.4403537,239.1354442,238.1649146,237.5916843,237.0744694,236.4713496,235.9487171,235.8680571,235.4577451,235.6223634,235.6124503
54,309.6869823,305.169783,300.5698171,296.3322097,292.1458917,288.2753888,284.7195854,281.5873739,278.6025961,275.9409683,273.3362492,270.8487951,269.0295461,266.9542443,265.0146749,263.620048,262.5278147,261.1897677,260.6535957,260.0665942,259.4189333,259.0670639,258.748786,258.8893758,258.6841153,258.736825
55,339.3340968,334.149554,329.3043042,324.8372644,320.1745569,316.1859985,312.2128056,309.0905194,305.9474294,302.6816805,299.8742117,297.4896247,295.0792967,293.0127724,291.3666578,289.8470573,287.9908584,287.2378891,285.9360513,285.0502226,284.6738892,284.3576103,284.0347926,283.942469,283.8127913,284.0354573
56,371.6831205,366.3762279,360.7921481,356.0035838,351.2016158,346.7212074,342.3120565,338.8734426,335.3448294,332.4043773,329.1221279,326.3277906,324.2537805,322.0240177,319.5687279,318.1498817,316.8390644,315.0783828,314.1149053,313.4284965,312.7609642,312.368527,312.1705624,311.8808165,311.8104523,312.0338895
57,407.052006,401.1990679,395.2791329,389.6821925,384.478941,380.1603045,375.4189004,371.0169536,367.4765155,364.628259,361.2437383,357.7777999,355.3772919,352.80954,350.5913892,348.5308524,347.131393,345.5600332,344.4484497,343.489503,342.7963607,342.2797099,342.0965828,342.0247547,341.7696555,341.9688523
58,446.1585279,439.7547016,432.8383536,427.3853242,421.4660473,416.4332298,411.4612839,407.0564899,402.4611639,399.0411038,395.6077178,392.4211108,389.4835023,386.9810077,384.6741161,382.1300882,380.5759871,378.7521062,377.7164976,376.5532173,375.5581848,374.934701,374.6910731,374.4901321,374.5566263,374.5677844
59,487.8036217,481.304005,473.9816781,467.6470236,461.4094444,455.5564488,450.4293154,445.3924313,441.0820055,436.9445473,433.0123094,429.6543816,426.4503155,423.6624474,421.0056224,418.5866901,416.4899971,415.0570061,413.8403563,412.6409656,411.2218924,410.9154027,410.4033927,409.8524144,410.0877018,410.3073415
60,532.1820533,525.3691539,517.695642,510.8973047,503.6650411,497.7583511,491.6802062,486.4053962,481.680286,477.0177682,472.9236233,469.1208718,465.8509929,462.6259509,459.8075183,457.6061803,455.1573964,453.1348306,451.6538972,450.0812195,449.4902216,448.3674426,448.2079357,447.9465138,447.7014714,447.9170714
61,578.1994719,571.113712,563.3547099,555.7500053,548.7221488,541.7770723,535.44599,529.5522314,524.3054601,519.2156036,515.0381109,510.3505059,506.8966672,503.7250577,500.6929232,497.8779796,495.6615969,493.6710152,491.7844802,490.3173402,488.9135714,488.2100962,487.9405799,487.6377416,487.2795832,487.2884029
62,627.1855736,619.7910879,611.7566,603.7906807,596.4570251,589.4045458,582.469204,576.0831016,570.0540919,564.7822201,559.7103591,555.3570015,551.1579929,547.414793,544.5798111,541.5213818,538.9897702,536.9159861,535.0342813,533.3814199,532.0252527,531.0865513,530.5773357,529.9339286,530.2246051,530.0761098
63,681.048076,672.1661238,664.516705,656.2552368,648.5007995,640.8172507,633.4246847,626.427295,619.8632785,614.0647365,608.9180898,604.010683,599.6582593,595.328395,591.9542983,589.4894169,586.400691,584.0136683,582.0027846,580.3516369,578.838797,577.9744858,577.3193793,576.5518447,576.649383,576.43741
64,740.6057702,731.6312511,722.502562,713.7830784,705.989091,697.507868,690.1049778,682.7537986,675.5773054,669.3665865,663.1778965,658.0522855,653.4330307,649.0371895,645.038355,641.6167078,638.904256,636.2203959,634.3095571,632.029533,630.7715077,629.5847397,628.4036977,628.1035762,628.1749234,627.8165539
65,808.8485811,797.898444,788.3307824,778.8839634,770.2309001,762.1509655,754.0525034,745.9116826,738.7142961,731.486404,724.934673,719.3205322,714.2921159,709.3862658,705.1018879,701.0435716,698.2515113,695.7861962,693.06425,691.1062482,689.7471224,688.450686,687.3852654,686.6346638,686.3097652,686.3111554
66,887.4896641,875.4890349,863.7054738,853.363999,844.0601661,835.5141806,827.1546677,818.6301589,810.770786,803.3071413,796.3675333,789.8794313,783.6565484,779.0078363,774.0858911,770.4913194,766.2117376,763.6486419,761.0545691,758.9581534,757.1495519,755.8604342,754.8010898,753.9340029,753.6786245,753.213991
67,978.7182187,964.0975695,950.9633314,938.7017506,928.557295,919.0208653,910.0701363,901.4465556,893.0043966,886.965703,881.5680571,874.4358529,867.8013977,861.9697683,857.1866607,852.6519231,848.7590614,844.7818738,842.0550424,840.1101393,837.9715418,836.3779413,835.3231361,834.7251263,834.3357306,833.8205954
68,1083.378279,1066.893563,1050.820412,1037.303536,1024.635256,1014.189104,1004.306009,995.5386828,986.5998499,982.2595755,977.9113394,970.7729911,963.2571122,956.8532313,951.1144958,946.4361551,941.8628227,938.0169828,934.413229,932.0060261,930.5806774,928.3962488,927.2596432,926.6602,925.9706379,925.7337527
69,1202.773369,1183.604401,1165.650419,1148.837043,1135.429587,1122.124612,1111.433872,1101.334632,1092.202443,1087.721525,1083.042835,1075.111292,1067.38412,1060.12853,1053.977887,1047.899059,1043.424428,1039.138941,1035.951572,1032.094692,1030.258313,1028.95936,1027.405487,1026.42168,1026.145773,1025.816501
70,1336.559511,1315.519966,1294.581744,1276.079505,1258.68389,1244.689073,1231.384169,1220.208542,1209.753363,1203.225669,1196.124852,1187.359284,1178.904019,1171.518151,1164.170032,1158.105318,1152.485128,1147.860217,1143.988409,1140.736435,1137.556579,1136.094349,1135.198908,1134.056945,1133.584056,1133.517128
71,1485.20654,1462.581655,1439.596814,1417.673193,1398.783133,1380.372598,1366.25239,1352.692957,1340.799135,1330.15294,1321.599671,1312.244006,1303.563883,1295.073676,1287.576905,1280.726212,1274.891648,1269.187249,1265.140335,1261.718222,1258.759008,1255.884437,1254.84223,1254.683157,1253.727369,1253.303603
72,1651.106445,1625.979187,1601.225464,1578.030767,1555.019196,1535.083593,1516.978293,1501.715657,1488.236412,1476.261408,1465.574119,1456.473862,1447.284079,1438.188538,1429.993813,1422.868407,1415.964527,1410.310352,1405.504403,1401.68331,1398.392188,1396.047041,1393.829028,1393.2906,1393.088719,1392.792241
73,1838.282201,1810.003758,1782.846103,1756.909917,1732.592392,1708.96654,1688.824903,1670.066139,1654.426575,1640.18195,1628.455636,1617.871547,1608.563514,1599.748873,1590.647428,1582.606287,1575.865138,1569.184977,1563.989056,1559.184564,1556.279845,1553.307887,1551.475333,1549.558924,1549.592175,1549.94342
74,2048.366339,2018.797883,1988.46935,1960.170467,1932.981602,1907.73751,1883.670541,1863.11469,1843.627508,1827.887568,1813.252801,1801.762485,1790.465854,1781.926046,1772.70936,1763.990622,1755.891181,1749.797432,1743.049566,1738.311533,1734.041482,1731.505933,1729.7625,1728.307407,1726.820834,1727.027829
75,2289.025592,2256.608387,2224.111546,2191.788286,2161.941458,2134.385489,2108.314666,2083.345277,2061.689448,2041.734069,2026.245003,2011.303245,1999.663709,1988.654191,1979.747412,1970.788622,1962.48461,1954.881193,1948.811116,1942.751535,1938.608097,1934.829752,1933.263639,1931.67442,1930.938885,1929.779569
76,2561.236864,2528.258863,2492.39026,2459.046379,2425.35788,2394.548573,2365.429866,2338.012138,2312.268952,2290.418767,2270.355862,2253.919095,2239.113217,2227.165007,2216.203851,2207.63925,2198.926904,2190.988947,2184.113759,2178.786835,2173.038568,2169.571251,2166.427678,2165.420817,2164.807169,2164.385084
77,2876.441936,2836.840366,2800.332175,2762.162195,2726.899599,2692.165137,2659.896109,2629.601671,2601.598251,2575.03791,2552.42118,2532.280796,2515.897846,2500.697362,2488.576659,2478.026605,2469.587156,2461.733738,2453.760732,2447.542545,2442.553701,2437.861179,2435.418151,2433.057587,2432.935397,2432.134552
78,3241.522713,3193.429675,3149.101937,3111.139592,3071.400248,3034.521533,2997.831239,2964.221169,2933.160426,2904.211885,2877.094586,2854.1042,2832.954904,2816.375023,2801.216564,2789.742129,2779.653859,2771.435081,2764.07487,2756.561644,2750.885424,2747.279873,2742.966142,2741.594162,2739.606282,2740.460755
79,3667.829243,3610.147102,3557.497616,3510.633276,3470.535615,3428.787638,3390.341773,3351.637162,3316.825108,3284.956595,3254.876058,3226.764953,3203.276337,3182.154089,3165.871496,3150.560436,3139.149439,3129.199661,3121.671276,3114.670393,3108.722478,3103.965742,3100.975436,3098.04442,3097.106311,3096.33768
80,4161.151815,4095.043703,4032.170088,3976.160539,3927.657722,3884.458258,3841.211906,3800.428246,3760.391093,3724.125215,3690.656704,3660.595238,3631.543463,3608.401724,3586.363515,3570.525151,3554.792165,3544.613393,3534.445825,3528.133608,3522.348232,3517.16456,3513.476314,3511.548936,3509.590631,3509.942993
81,4729.795558,4654.635029,4581.415971,4514.781802,4456.32115,4404.257998,4359.423824,4314.107032,4271.356784,4229.750419,4192.002085,4158.057233,4126.686049,4097.314175,4073.364338,4052.06061,4035.598681,4021.75736,4011.55423,4002.637725,3997.047741,3991.828206,3987.727932,3985.452545,3985.527488,3983.846744
82,5385.651622,5298.754104,5216.763615,5139.216209,5068.894775,5005.954097,4951.973954,4905.43798,4856.574698,4812.531735,4769.614474,4730.301035,4695.085677,4663.817441,4633.956936,4610.350759,4588.970222,4574.069271,4559.655426,4550.429659,4542.560129,4538.608876,4534.783746,4532.216569,4531.435018,4531.924648
83,6132.808576,6041.724225,5947.077817,5858.516846,5777.259399,5702.888459,5637.725498,5580.370215,5531.656093,5481.139338,5434.640278,5389.62537,5349.44571,5314.294191,5282.506684,5252.467702,5229.027076,5208.069858,5194.3348,5181.696107,5173.100528,5166.527425,5163.713701,5161.68424,5161.012076,5160.275751
84,6989.328727,6888.503014,6788.817021,6687.872164,6594.780434,6508.737191,6430.39804,6361.15255,6301.812997,6251.069984,6199.017666,6150.36308,6104.043425,6062.817169,6026.243915,5995.07609,5965.703936,5942.963422,5922.799114,5910.051601,5898.492286,5891.627642,5887.184524,5886.113443,5886.211463,5885.824574
85,7959.666442,7858.397442,7747.389459,7642.240455,7535.277213,7437.343833,7346.656242,7263.561895,7191.653174,7129.052135,7076.304387,7022.261546,6971.546802,6924.667976,6882.042522,6846.412553,6815.037099,6786.659059,6765.366699,6746.607465,6735.625877,6726.08891,6721.687112,6718.396219,6719.824728,6720.752262
86,9048.103201,8947.385413,8838.823987,8722.843976,8610.090562,8497.464303,8393.404647,8297.496416,8211.040776,8134.650464,8070.756609,8016.354935,7960.260866,7909.013254,7860.423489,7818.053741,7783.216011,7752.386819,7724.863486,7705.567356,7689.451298,7680.637302,7672.617681,7670.810634,7669.694706,7672.007723
