AGE,2017
0,1889
1,3680
2,3202
3,2820
4,2626
5,2321
6,1970
7,1919
8,1862
9,1784
10,1847
11,1879
12,1874
13,1933
14,2173
15,2386
16,2362
17,3179
18,3884
19,6600
20,7019
21,6157
22,6254
23,5660
24,3902
25,3824
26,3355
27,3014
28,2442
29,2670
30,1717
31,1910
32,1315
33,767
34,837
35,512
36,474
37,412
38,562
39,347
40,297
41,242
42,597
43,549
44,842
45,761
46,740
47,722
48,679
49,742
50,773
51,624
52,634
53,664
54,574
55,469
56,454
57,503
58,268
59,291
60,343
61,303
62,348
63,572
64,400
65,269
66,423
67,414
68,280
69,229
70,165
71,152
72,104
73,202
74,289
75,312
76,269
77,213
78,169
79,196
80,132
81,147
82,124
83,98
84,57
85,66
86,75
87,49
88,43
89,26
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
