AGE,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
33,90.93168328,88.35300813,86.62452721,85.03099302,83.50251408,82.18230993,80.64954404,79.05205535,77.87464681,77.02297638,75.55813948,74.65391184,73.62176706,72.96809365,71.84933952,70.97655936,70.18946507,69.73167633,68.82784466,68.02789144,67.42457798,66.78283849,66.74673141,65.87227569,65.44560497,65.14630059
34,98.02624388,95.4302198,93.79701317,92.14600022,90.7875095,89.1430115,87.86791973,86.77667078,85.46590612,84.36744208,83.26359027,82.12416215,81.19702654,80.34530627,79.2081844,78.57213011,77.66454889,76.9552683,76.20367163,75.46393167,75.05197349,74.08957208,73.5061726,73.34894349,72.68495037,72.10044521
35,106.2021122,103.7720329,101.8479102,100.2387839,98.87155049,97.52283123,96.43712153,95.1415748,94.04787951,92.78599527,91.53909752,90.84296487,89.83442774,88.87990673,87.79288029,87.05452567,86.24127673,85.32570385,84.70503914,83.92420998,83.38003024,82.38150147,81.79304143,81.47937793,80.94317624,80.45353129
36,115.0643107,112.5947739,111.161488,109.666068,108.3326639,106.7621211,105.632315,104.667399,103.3125401,102.2158389,100.982556,99.98705804,99.30507893,98.22453693,97.24007858,96.6060419,95.59273051,95.05235707,94.16195857,93.17754049,92.6260564,91.81158495,91.23790283,90.75327686,89.9567488,89.73785242
37,125.159709,122.3948362,121.309412,119.9700651,118.4573508,116.9461657,116.0365917,114.8922384,113.8305213,112.8213745,111.5035191,110.4869853,109.7175244,108.6544563,107.73519,106.717194,105.8960361,105.2719432,104.5639827,103.7183011,102.8435903,102.0749244,101.4990151,100.6241962,99.74138836,99.18097646
38,135.903044,133.6966532,132.2217587,131.1527759,129.7078118,128.6355006,127.1689726,125.7531508,124.808191,123.8845026,122.9747661,121.8719798,120.8357307,119.8585544,119.498322,118.3296059,117.4920355,116.2948332,115.8318789,114.961461,113.9549878,113.1978149,112.2292739,111.6649265,110.4976538,109.9494356
39,147.6410287,145.386335,143.7603046,142.6022515,141.5681873,140.2566605,138.9212592,137.7202689,136.4492985,135.4785215,134.4766109,133.6493378,132.7616054,131.6938588,130.9167841,129.9940922,129.0055512,127.9119896,127.2231802,126.2495302,125.4388396,124.5026535,123.6326498,122.9443737,122.1577091,121.2058727
40,159.7722482,157.5588944,155.9526596,154.3594676,153.2885652,152.0627367,150.8724262,149.4940202,148.5510506,146.9705252,146.1975231,145.3435641,144.1521967,143.4801943,142.1716723,141.6038365,140.535717,139.5082553,138.5952908,137.7490944,136.4878177,135.9602502,134.8634825,134.1110055,132.9832004,132.4477177
41,171.9754935,169.1114391,167.8112253,165.8283969,165.0463271,163.6043292,162.4027359,161.0913476,159.8930974,158.514859,157.3223335,156.3000334,155.3577999,154.4892966,153.5946637,152.4874107,151.2935599,150.482429,149.4039223,148.4550168,147.4265624,146.5524378,145.6324884,144.5793182,143.4679869,142.5887567
42,184.311639,181.5306333,179.879715,177.9681156,176.3942667,175.198467,173.4009376,172.4464115,171.0017622,169.986242,168.4021573,167.154012,166.1075574,165.2999671,164.1009869,162.9828945,161.8809102,160.7089706,159.9317048,158.7928227,157.8104674,156.5839025,155.8785357,155.0113386,153.7603449,152.5175366
43,197.0549793,193.7608038,191.9066438,190.4633205,188.4616976,186.5262234,185.1774617,183.4792949,182.303057,180.7221229,179.4289449,178.0989271,176.3515695,175.5061231,174.3712902,173.3111782,171.9688565,170.8819335,169.7404929,168.9856211,167.5578498,166.5439712,165.3248588,164.5671648,163.7486256,162.5112162
44,210.4235026,206.9345385,204.8424459,202.4443466,200.7205024,198.6346455,196.5943225,194.8525071,193.2577822,191.6292044,190.1372401,188.5674076,186.7969765,185.4792692,184.1630966,183.1445509,181.5750813,180.8885324,179.3901381,178.5004905,177.109755,176.0371374,174.9927269,173.7723379,172.5160991,171.7412327
45,224.9639783,220.6508976,218.0756003,215.5177716,212.8293534,210.8178123,208.6296578,206.7285149,204.3400782,202.8576975,200.7743496,199.3691292,197.2913494,195.7721111,194.2029736,192.8642476,191.5064605,190.1017143,188.7513449,187.2943395,186.0380745,185.0573754,183.8958805,182.8227882,181.3568337,180.5031863
46,240.4951688,235.4411392,232.2971962,229.0484729,226.7632319,223.7935386,221.2386555,218.4206606,216.1382364,214.1074337,211.8100793,209.9590096,207.9425204,206.0526221,204.0880295,202.5120058,200.9263311,199.6743596,198.2217371,196.8666675,195.2306404,194.2397362,193.0370035,191.5647508,190.4634133,189.648021
47,257.6042585,251.4734774,247.7456683,244.2418242,240.8058876,237.5935031,234.571587,231.9645634,228.7635099,226.0914096,223.6692279,221.2532002,219.17442,217.0091391,215.0732014,213.1269465,211.0728596,209.4632336,208.0953904,206.8094837,205.0075692,203.6229352,202.4672259,201.4745855,200.1391696,199.0067275
48,276.4109938,269.5308342,264.7976478,260.8127233,256.9715965,252.9076722,249.510727,245.9403513,243.0211446,239.697301,236.6260155,234.2554246,231.4521316,229.1450329,227.0703265,224.8505057,222.6912364,220.5953815,219.1840131,217.7144556,215.8934719,214.7477818,212.9322893,211.8052323,210.8347317,209.2091849
49,296.9600331,289.4594017,284.3602937,279.5219769,274.8212395,270.4386375,266.2380423,262.2019029,258.5818746,255.1151223,251.9402519,248.708972,246.0526063,243.0484227,240.9744331,238.0752318,236.0309628,233.8941512,231.9371846,230.2696186,228.7161219,226.9755835,225.603822,223.9806287,222.6355302,221.5090029
50,320.6582046,312.2309863,306.5356205,301.0338135,295.916999,290.6870876,286.0235703,281.5223481,277.411388,273.5323453,270.0697509,266.3029189,262.8833394,260.0477354,257.2226883,254.4605783,252.1499346,249.802298,247.4612482,245.3506838,243.6472043,242.0402896,240.5267669,238.9261388,237.4422898,236.2552065
51,348.3190009,338.4054379,332.4690577,325.8145915,320.1358152,314.5616291,309.1839578,304.2872508,299.8152797,295.5125233,290.9155134,287.4981999,283.6879433,280.2966151,277.5566357,274.0867633,271.7913903,269.4067668,266.7381074,264.4322299,262.2980577,260.3229363,258.7057824,257.3106161,255.6994589,254.062397
52,379.4222542,369.1002374,361.9529809,355.2501625,348.7842708,342.7116869,336.7483417,331.5815954,326.3061912,321.5449344,316.9516996,312.6951185,308.889261,304.8254894,301.413731,298.2938459,295.4504344,292.234772,289.8041009,287.4978123,285.0029483,282.9719096,281.1676621,279.3662181,277.9598502,276.3357524
53,415.247113,403.8176753,396.0955983,388.5204518,381.69015,375.0375701,368.5672392,362.4971928,357.0151137,351.6544625,346.9728462,342.250089,337.891748,334.0113368,329.738486,326.0004753,323.0050575,319.7196876,317.2056139,314.5370621,312.1054846,309.6635661,307.6222463,305.5262775,303.8155455,302.0522637
54,455.8152549,443.5317911,434.6489114,426.4673888,418.9316914,411.7334238,404.9417522,398.2815915,392.1720279,386.5141105,380.932794,375.7686448,371.056125,366.3952346,362.7538242,358.575247,354.7173524,351.8298054,348.4174488,345.6787821,343.0366157,340.2261145,337.8441876,335.6960616,333.7514713,331.9513569
55,501.6493942,488.2279544,478.7059354,469.4285993,461.1878792,453.0602399,445.6778308,438.5716176,432.1522139,425.6314579,419.7187348,413.9965684,408.4907725,403.9498992,399.0460584,394.9353819,390.8895895,387.1254185,383.6377644,380.6921357,377.4947671,374.907188,372.1668971,370.0872449,367.721511,365.4621178
56,553.0973451,538.1279478,527.8994399,518.1434014,508.8437975,500.2895093,491.8088726,483.9813988,477.0584447,469.7676552,463.3611434,457.3302366,451.560737,446.1237747,440.9561919,436.3783155,432.1313054,427.7535812,423.504224,420.1450547,416.7999185,414.0772186,411.1128346,408.6562539,405.9455187,403.2651394
57,610.1780289,593.9263869,582.3640022,571.7293099,561.6773094,552.0668305,543.3818457,534.1162322,526.4616847,519.1102504,511.8357813,504.9436652,498.4914667,492.7473319,487.0270635,481.8548387,476.6361131,472.5544848,468.1385139,463.876439,460.4141529,457.2436086,454.0588865,451.2167884,448.5556131,445.9226878
58,673.436774,655.1507561,642.403292,630.7027222,619.5425623,609.116206,599.1112038,589.7977537,580.8391949,572.4475616,564.7038683,557.2099332,550.1113045,543.6104284,537.2733378,531.6156446,526.320453,521.2672667,516.3694088,512.477511,507.8880127,504.6013907,501.0051978,498.0584463,494.653188,492.0043359
59,741.4887364,721.9447048,708.222621,695.1817397,682.7328364,671.3958361,660.5162241,649.8105556,640.4757187,630.7315749,622.2343749,614.3687095,606.4201586,598.9435463,592.5494748,586.1499345,580.4643472,574.4399656,569.3412334,564.9799436,560.0691536,555.9005761,552.0742836,548.6522676,545.2346562,541.9976244
60,813.0876528,792.5812048,777.7886917,763.7695543,750.1569053,737.6138742,725.3287735,713.9406854,703.3710866,693.541975,683.4483464,674.5962093,666.4017154,658.6699977,650.8496425,644.2814307,637.3898662,631.2441401,625.5458501,620.4337313,615.5933533,610.7329467,606.4244414,602.9252028,598.6232381,595.2018856
61,887.2676093,865.7203604,850.5337025,835.1872077,821.106423,806.8703113,793.7005898,781.3450364,769.6199039,758.4760889,748.5724663,738.1150582,728.8839682,720.5819662,712.3769468,704.4421208,697.4379736,691.2295679,684.6771516,678.6113934,673.2288821,668.4417152,663.9116225,659.4343897,655.4085529,651.3775544
62,964.0184226,941.5266223,926.2147302,910.568753,894.8986057,879.9497172,865.5579943,851.9297887,839.2023689,827.1038049,815.8008217,805.5749035,795.19557,785.7878441,777.1587326,768.6894261,760.6622208,753.4038038,746.4998178,740.2814852,734.4023629,728.7691358,724.0615023,719.3413692,714.4035173,710.2747992
63,1045.610187,1022.026381,1006.198275,990.2162574,973.7699766,957.7006723,942.6064067,927.9785271,914.0026629,900.8078542,888.2749803,876.7556602,865.9396685,855.4155097,845.8072988,836.8716057,828.5933343,820.5162395,813.1739304,806.094206,799.8475532,793.7572697,788.1682044,783.047111,778.4314074,773.2518532
64,1134.684479,1108.449981,1092.398459,1076.079466,1059.548383,1042.957897,1026.296343,1010.6539,995.648533,980.9032711,967.8214918,954.7516422,943.1520368,931.9098306,921.0185545,911.6227299,902.6707816,893.6359799,885.577869,878.2930117,870.8754971,864.500522,858.3522052,852.5956802,847.3816234,842.365563
65,1235.138516,1206.042735,1187.890832,1170.905788,1153.788938,1136.73924,1119.778718,1102.532565,1086.426153,1070.891792,1056.103964,1042.66995,1029.391685,1017.103715,1005.823738,994.8194265,984.8856593,975.7664585,967.1319417,958.5078156,950.6588179,943.5049985,936.9951126,930.5303653,924.6915789,919.483544
66,1350.161607,1316.606784,1296.475833,1277.218329,1259.825563,1242.497504,1224.898228,1207.245726,1189.343547,1172.577868,1156.05725,1141.663801,1127.104321,1113.70189,1101.018961,1089.610288,1078.306124,1067.998562,1058.589509,1049.404594,1040.828659,1032.705116,1026.00896,1019.172334,1012.458253,1006.385897
67,1483.766413,1444.844287,1420.730336,1399.180426,1379.717484,1361.188574,1343.3476,1324.797123,1306.076901,1292.409332,1279.803789,1262.926526,1247.418717,1232.847315,1218.469172,1205.272174,1193.557291,1181.824453,1171.484187,1161.592574,1152.325862,1143.457294,1135.373918,1127.603922,1120.601914,1113.580347
68,1636.629943,1591.94559,1563.326298,1538.540838,1515.897608,1495.289637,1476.387007,1457.042217,1437.703484,1428.196649,1418.787647,1400.508132,1383.020932,1366.717353,1351.030873,1336.912817,1323.204094,1310.808682,1298.191916,1287.97049,1277.721915,1267.615246,1258.62516,1250.362839,1242.43318,1234.619352
69,1811.869747,1759.876449,1726.593785,1696.142599,1670.487733,1646.751811,1625.555802,1605.18637,1585.158094,1575.468566,1565.528552,1545.201453,1526.599033,1508.135781,1491.200117,1475.294136,1460.62643,1446.324322,1433.66576,1420.831881,1409.958864,1399.578918,1389.803991,1380.213657,1371.446068,1362.862441
70,2007.818975,1949.502506,1910.576436,1875.267668,1844.334517,1816.904042,1792.372861,1769.590705,1748.79934,1733.108307,1717.036862,1696.291645,1675.231288,1655.98659,1637.311731,1619.977335,1603.556728,1588.291704,1573.348077,1560.869624,1547.760727,1536.180578,1525.86458,1515.653791,1505.62916,1496.331135
71,2224.306953,2161.338746,2116.396482,2075.150553,2039.183893,2006.602141,1977.679304,1951.936474,1928.16782,1906.161659,1884.665209,1862.575424,1840.774236,1819.497661,1799.64402,1780.237402,1762.396989,1745.403709,1729.823843,1715.009411,1701.855279,1687.976587,1676.815199,1665.672627,1655.487007,1644.657396
72,2467.060731,2394.985399,2346.252905,2299.825705,2257.179702,2219.253532,2185.027558,2155.217874,2128.161002,2103.036932,2079.93575,2057.206065,2034.277399,2012.220348,1989.672722,1969.32813,1949.259324,1930.614679,1913.417144,1897.097691,1881.754447,1868.181006,1854.359749,1842.707745,1831.242347,1819.766428
73,2733.8808,2657.35727,2601.735829,2551.817612,2503.073902,2458.649433,2418.658406,2383.144233,2351.762197,2323.306305,2297.421801,2273.012453,2249.244513,2225.971614,2202.2914,2178.61424,2157.479356,2137.028788,2117.922267,2099.847576,2083.302916,2067.405547,2053.75957,2038.983005,2026.96855,2014.744662
74,3031.046941,2947.724834,2889.425405,2831.841839,2779.161052,2728.371759,2681.680332,2640.400407,2602.955261,2569.962621,2540.349435,2513.272629,2487.974108,2463.04742,2438.28909,2413.759938,2389.680839,2367.709576,2346.530712,2326.437438,2308.121362,2291.064955,2274.309893,2260.422592,2245.441475,2232.12521
75,3360.887215,3270.516799,3207.860616,3147.123757,3086.842713,3031.870764,2978.56511,2929.917126,2886.823883,2847.388403,2813.41856,2782.165957,2753.404681,2727.307783,2701.048336,2675.257347,2649.70227,2624.706024,2601.528557,2580.168545,2559.9631,2540.63749,2522.729225,2505.870586,2490.738148,2474.726657
76,3725.764924,3630.17325,3562.855922,3497.701027,3434.301429,3370.795435,3313.212141,3257.485247,3207.15765,3161.720043,3121.278392,3084.825316,3052.098808,3022.530204,2994.620055,2967.167156,2940.069949,2913.93317,2888.080771,2864.507824,2841.950976,2820.460615,2801.044997,2782.465411,2765.15542,2749.323914
77,4137.215517,4029.951266,3960.936823,3890.689247,3821.589861,3755.209084,3688.640645,3628.400498,3570.504608,3517.882256,3470.488419,3427.928984,3389.50805,3355.469712,3323.786949,3295.109274,3265.848313,3237.862946,3210.533436,3183.864759,3158.829971,3135.877324,3113.914072,3093.867364,3074.514477,3055.505437
78,4603.662226,4482.75597,4404.748352,4332.254231,4257.722877,4185.937697,4115.30614,4046.607102,3983.560437,3922.40488,3867.37408,3818.362909,3773.126922,3733.66399,3697.27837,3664.320419,3633.379856,3603.091,3573.876541,3545.741099,3517.19371,3492.161249,3468.343954,3445.175515,3423.868464,3403.600304
79,5129.689091,4996.615892,4908.771253,4826.594128,4749.379511,4671.829311,4595.522251,4521.439602,4449.924489,4383.113724,4320.067492,4262.412323,4210.636479,4163.973982,4121.672289,4083.730936,4048.768067,4016.597642,3984.590949,3954.525643,3924.515977,3895.441356,3869.249437,3844.380729,3820.191832,3797.880881
80,5741.675805,5586.392437,5489.35965,5395.829343,5308.840022,5227.729173,5145.183027,5065.145419,4987.63899,4911.974649,4842.330377,4775.809122,4715.433145,4660.870409,4612.203077,4567.908335,4528.11515,4490.570846,4456.205082,4423.300753,4390.61529,4360.090747,4329.960249,4302.599525,4275.978798,4250.802836
81,6449.357971,6273.550563,6158.064006,6054.754265,5955.621399,5864.18181,5777.690817,5690.84703,5606.470677,5524.215008,5444.668224,5371.779164,5301.784832,5238.104802,5180.624287,5129.707698,5083.036615,5040.881141,5001.39887,4964.932269,4929.876937,4896.258972,4863.835214,4831.637715,4803.121134,4774.62661
82,7261.260337,7062.542083,6931.791876,6810.143554,6699.455853,6595.351895,6497.046652,6405.660598,6313.812148,6224.367632,6138.018401,6053.655054,5977.313595,5903.398579,5836.70365,5777.238378,5722.460658,5673.608909,5628.379932,5586.97247,5548.581986,5511.13747,5475.379674,5441.458631,5407.503816,5376.380615
83,8186.555204,7963.536631,7816.010893,7677.910836,7547.757843,7430.666361,7319.713165,7216.151341,7118.34844,7020.650115,6925.934146,6835.314702,6745.387535,6665.031381,6587.573891,6517.954739,6454.993835,6397.748868,6346.661355,6298.749893,6254.291516,6213.743918,6174.525798,6136.428017,6099.971759,6062.765319
84,9226.674811,8979.602572,8816.546238,8659.008818,8512.558279,8375.423615,8249.545238,8131.605926,8020.953532,7918.171712,7815.381826,7715.301062,7619.125608,7524.804868,7440.176152,7359.099547,7286.031458,7220.207457,7160.542141,7105.74365,7054.952534,7008.104452,6964.209985,6922.904833,6881.917222,6841.812615
85,10381.16745,10112.06271,9932.710172,9758.274382,9591.546976,9435.806078,9290.395886,9158.550164,9033.277362,8915.640588,8807.232186,8698.183468,8591.629209,8490.168962,8391.621726,8303.234622,8218.484787,8141.076018,8073.575874,8010.473116,7953.437156,7899.249269,7848.786085,7803.010845,7758.146883,7713.365497
86,11638.7174,11350.96544,11160.82871,10971.01844,10786.34853,10611.40549,10446.35103,10291.53204,10151.78587,10019.36531,9895.947091,9781.613824,9666.178309,9554.026541,9448.97677,9344.485131,9252.546989,9164.898486,9084.853309,9014.134695,8947.869729,8887.881122,8831.293947,8777.678182,8728.043646,8678.838671
