AGE,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
17,31.46291022,28.88871672,27.73753292,26.67080935,25.35093515,24.31556902,23.57393696,22.87296772,22.05528925,21.31852777,20.7136914,19.97774892,19.52417126,19.17691364,18.52477293,18.16039769,17.52862528,17.26171639,17.06017622,16.8376743,16.61353067,16.39807018,16.18960135,15.97277112,15.75175238,15.53948501
18,37.67377027,34.97052846,33.56521083,32.28582292,30.52149517,29.6897819,28.54158964,27.72658534,26.62065445,25.7145,24.86122029,24.27557634,23.72519833,23.19003453,22.56107645,21.77213997,21.46660288,21.07894408,20.57766066,20.23922291,19.97698001,19.75611655,19.54563382,19.34346418,19.13154453,18.68122245
19,43.53337037,40.2996514,38.68143715,37.15947823,35.49026515,34.11397021,32.72177911,31.76461396,30.39486955,29.67964085,28.94338979,27.99383225,27.42810123,26.3913247,25.80255313,25.13463824,24.86101693,24.16034339,23.78576501,23.51044915,22.79549533,22.50351617,22.28647774,21.85121165,21.65491964,21.21729625
20,47.44700865,44.02867071,42.10352112,40.55085261,38.8817213,37.31449642,36.02338871,34.88951869,33.62929643,32.73699913,31.70104721,30.9240837,29.92122619,29.37006851,28.31967336,27.91301172,27.21587007,26.77590651,26.11557593,25.75146699,25.25181986,24.82459014,24.51033235,24.29689443,23.64149492,23.45020872
21,49.61979712,46.34168493,43.92718368,42.52763095,40.54677447,39.1813836,37.66671364,36.41059627,35.53980587,34.52442603,33.378984,32.56468101,31.77424628,30.97631092,29.98708765,29.60109215,28.95419188,28.45765861,27.61632016,27.19716619,26.8396828,26.34246982,26.17771252,25.84943491,25.63871896,24.99088171
22,50.19285814,47.08938865,45.05871426,43.15791296,42.02828005,40.34296321,38.76926116,37.52678221,36.28033295,35.42069078,34.41914596,33.52997774,32.71792475,31.93117463,30.91483625,30.37754634,29.77102579,29.34052355,28.63115701,28.01645644,27.60766441,27.25460416,26.98025177,26.60917881,26.27857517,25.84716305
23,50.60091397,47.59244777,45.40649129,43.89481166,42.27329801,40.46035415,39.51534195,38.19055127,36.94293448,36.20797243,35.10446736,34.12039344,33.2443605,32.44992282,31.67585644,30.8945619,30.5812416,29.75944808,29.33249445,28.83753393,28.23185195,27.8295354,27.47977728,27.20709387,27.06862456,26.73495496
24,51.41580223,48.19545936,46.13876233,44.63670618,43.17286664,41.58868788,40.02387389,39.32698732,38.24604141,37.00536578,36.01955785,34.92453537,34.19471447,33.56131052,32.52805256,31.75568393,31.19362516,30.66369375,30.27688209,29.62912797,29.3393649,28.74768688,28.13895449,28.00865011,27.73612544,27.3900002
25,52.72680499,49.72254601,48.07702959,46.27854394,44.82147809,43.39667824,41.8466828,40.77419716,39.61750245,38.79135826,37.32141702,36.60098823,35.75160882,34.7592738,34.11853686,33.5284567,32.96001076,32.14568075,31.62169117,31.00908739,30.55925545,30.04795239,29.89897962,29.31141874,28.96902692,28.48000898
26,55.34255637,52.3970045,50.51167459,48.69042583,46.92967019,45.75421198,44.3534477,43.05147017,41.78563967,40.87990471,39.84987465,38.90809511,37.97093452,37.10270227,36.31882114,35.6518949,35.00695563,34.182382,33.54934784,33.24995491,32.83353398,32.13657836,31.80720702,31.27661418,30.92803433,30.80694815
27,59.06908879,55.67533755,53.81316741,51.99417061,50.67539775,49.16308049,47.62765954,46.45413157,45.39320742,44.19991785,42.85709267,42.12558479,40.75135622,40.10841886,39.20833897,38.36914252,37.90377889,36.94922561,36.52703613,36.03887451,35.3169698,34.87589637,34.34716819,33.77602582,33.50284932,32.97718685
28,63.52430189,59.90027591,57.80792354,56.34327928,54.62618164,52.94929777,51.88938404,50.21914829,49.03239035,47.76470166,46.64329884,45.56532549,44.42971459,43.85662334,42.5259937,41.58868788,41.16771873,40.41597731,39.37043713,39.11484875,38.76302868,38.05331356,37.36553744,36.99446128,36.5859173,36.16742997
29,68.26588769,64.52205561,62.90249131,60.76694278,59.27502883,57.88662369,55.85684066,54.80006132,53.2146215,52.23551326,50.99011396,49.73583594,48.93000563,47.65034702,46.91566357,45.90395037,45.4083855,44.40438715,43.59572856,42.88967482,42.33123192,41.66635345,40.96977616,40.67330287,40.23385669,39.77280299
30,73.43725412,69.64473272,67.6288138,65.80811052,64.27508032,62.53204767,61.0382935,59.72817142,58.22466901,56.735054,55.73616144,54.73588261,53.36228391,52.36686597,51.42150567,50.29341917,49.60392021,48.5564919,47.94714307,47.31025879,46.46819082,45.8269777,45.48428968,44.80325341,44.24675222,43.52461952
31,78.8036138,74.52824732,72.81137571,70.92761793,69.35340451,67.55816535,66.39511965,64.5900882,63.56089003,62.04604424,61.11010748,59.64338136,58.66738049,57.63979948,56.46356822,55.39279941,54.61228948,53.51404744,52.4054856,52.17108286,51.22360985,50.69169267,49.95325171,49.05615108,48.60486823,48.00207301
32,84.51658466,80.43107491,78.39688367,76.75011648,74.97840296,73.64818112,71.56258063,70.74379821,69.27065907,67.67070261,66.35865552,65.31918902,64.27112664,62.87702525,61.97216073,60.84639189,60.13408469,58.98513746,57.9783306,57.2903156,56.20577532,55.65542482,54.96114835,54.34464446,53.52740228,53.09344554
33,90.93168328,86.51710147,84.61923017,83.02974196,81.47281239,79.78573075,78.25270407,76.91948103,75.57634773,74.01876996,72.93549019,71.82131032,70.26309626,69.4065628,68.26486769,67.05691341,66.22178023,65.1778424,64.40111857,63.00630063,62.23724444,61.49605301,60.61460389,59.96438342,59.23136256,58.26382373
34,98.02624388,93.59942421,91.73133726,90.13981687,88.56265475,86.88566657,85.90299269,84.37625722,82.69241398,81.44068785,80.46894562,78.84408473,77.70884796,76.3122017,75.41946532,74.31277421,73.05004617,72.05180292,71.16587859,70.05116674,69.02295013,68.15693318,67.2546462,66.50373643,65.63729285,64.9934896
35,106.2021122,101.2410077,99.78623774,98.1705415,96.63954896,95.29394517,93.7246186,92.51912153,90.77126186,89.36807198,88.39751361,87.18517209,85.89314152,84.51496773,83.75106503,82.36930533,81.07917951,80.0114959,78.86040893,77.91950151,77.22017187,76.08969072,74.37040649,73.77731467,73.37801082,72.03199308
36,115.0643107,110.5434521,108.6271098,107.1434704,105.8016483,104.0796086,102.9531774,101.4971964,100.2477864,98.93136691,97.55661159,96.21164057,94.99506798,93.61906425,92.42968276,91.66005298,90.00720058,88.98388453,87.68417128,86.62040702,85.41098955,84.16455028,83.1767506,82.32724835,81.27761701,80.27174693
37,125.159709,120.3435261,118.5706761,117.2009017,115.9295442,114.409116,112.9009406,111.5379435,109.9743581,108.6573508,107.773549,106.1988798,104.8869592,103.6891216,102.6805074,101.2404679,99.81770959,98.7813628,97.3604137,96.30193652,94.8701363,93.64338635,92.60407826,91.53914929,90.30737819,89.03918084
38,135.903044,131.0890944,129.4834795,127.953362,126.7028576,125.184854,123.9358247,122.3863097,120.9996847,119.7925555,118.5818657,117.2585092,115.6830583,114.5972419,113.2311818,111.9496402,110.4756883,109.3051619,107.7661786,106.619957,105.1368335,103.8052194,102.5789744,101.5189746,99.8844302,98.76433472
39,147.6410287,142.0821001,141.1471109,139.6294344,137.9037938,136.7815509,135.460134,134.0163099,132.4010096,131.2114859,129.9187781,128.3675993,127.0399367,125.6698921,124.3818859,122.8470833,121.5108063,120.0010036,118.8656627,117.2671406,116.1743647,114.5029797,112.8097451,111.5847798,110.0122195,109.0524872
40,159.7722482,153.948707,152.385895,151.2643755,149.8502069,148.1581405,146.9236136,145.3311227,143.9114391,142.4600339,141.0216583,139.8629932,138.195357,136.8630122,135.2710772,133.7882413,132.2873868,130.8920612,129.1281121,127.7913654,126.1360617,124.8680576,123.4436621,121.6152375,120.3849435,118.78387
41,171.9754935,165.8005224,164.1908952,162.7604581,161.2278044,159.4677392,158.0260033,156.6650931,154.7930564,153.1655366,151.8975981,150.2096443,148.9487308,147.414003,145.8566832,144.2757059,142.6099083,141.1255953,139.4393878,137.6409781,136.0841067,134.8224167,132.9272791,131.0361113,129.7581907,128.0221777
42,184.311639,177.5299582,175.7972981,174.0810381,172.2986578,170.8929753,168.7937659,167.3680458,165.6348273,163.9478457,162.3419796,160.5888107,158.8775937,157.5062645,155.6861113,154.123292,152.1415152,150.7371298,149.4666611,147.2600293,145.8685365,144.082325,142.099651,140.692726,138.7876815,136.6579742
43,197.0549793,189.8265742,187.6456599,185.8601001,184.0463838,182.1628393,180.3813266,178.3980179,176.7492147,174.6412954,172.6782794,170.8612169,168.8651743,167.5795302,165.6418337,163.9893825,162.2019018,160.2517628,158.4731022,156.9734821,154.8888442,153.0297367,150.9813223,149.1776749,147.5831845,145.869448
44,210.4235026,202.706591,200.1622938,198.1738976,196.106183,193.6904496,191.452782,189.3268762,187.4723926,185.1398828,183.3420943,180.872972,179.0750876,177.0709938,174.8665773,173.2512382,171.3464332,169.11413,167.2249789,165.7262527,163.7664997,161.7914607,159.4667187,157.5870026,155.7410754,154.1813231
45,224.9639783,215.9226641,213.3666699,210.8251455,208.0459454,205.9343281,202.8935624,200.5485066,198.3191793,195.9048311,193.5741208,191.1581793,189.1099924,186.4030131,184.4168857,181.9662464,180.2152787,178.3000085,176.0604063,173.8013782,171.9601668,170.1587824,167.8456613,165.933756,163.7718969,161.8857674
46,240.4951688,230.3896968,227.3295648,224.3251727,220.8247324,218.2424094,215.3165959,212.4057935,209.4256903,206.8709338,204.1433279,201.8130962,199.0056691,196.4543348,193.9915976,191.5663479,189.0930839,186.9774749,184.8394221,182.5924829,180.1869682,178.217968,176.3578635,173.9212857,171.9837769,169.7515014
47,257.6042585,246.3092899,242.6773644,238.8061048,235.3597415,231.3873631,228.2475106,225.2534421,221.9485318,218.3305519,215.9279762,212.638163,209.8473942,206.8760094,204.0509085,201.3689372,198.9609815,196.4645385,194.214197,191.8370047,189.3622087,187.0193893,184.9131162,182.7884013,180.2314551,178.267225
48,276.4109938,264.0436429,259.3893785,254.8443535,250.8367811,246.7323284,242.7855197,239.0878497,235.2585796,231.5565951,228.0653651,224.8062572,221.4198983,218.6281315,215.4986639,212.3934844,209.7254968,207.0814166,204.3331238,201.9532812,199.5404389,196.836059,194.5411998,192.2833115,190.1268598,187.6839579
49,296.9600331,283.5386412,278.1919283,273.190842,268.3868693,263.8251023,259.3277771,254.7062602,250.6939974,246.8072674,242.7260159,239.0865457,235.6054196,231.8210756,228.5666791,225.5241045,222.1309249,219.0144582,216.3337643,213.5552323,211.0635729,208.570387,205.8549385,203.358217,200.9225518,198.7674247
50,320.6582046,305.7665766,299.9303968,294.3985073,288.6555659,283.3395672,278.2469311,273.6340157,268.8910163,264.097361,260.1841303,255.746491,251.6763442,247.8739946,244.0978886,240.6113053,237.4415151,234.2154364,230.8866186,227.8703289,225.0549093,222.252741,219.6110695,217.1043759,214.354861,211.909258
51,348.3190009,331.4637879,325.1077756,318.7347397,312.5830092,306.8090616,300.9104697,295.5600216,290.4630127,285.2109099,280.6736167,276.2750414,271.774534,267.2304483,263.3963225,259.2740788,255.7864449,252.0493624,248.7440635,245.4394229,242.2366441,239.1500904,236.2977122,233.4109894,230.8901335,228.0457303
52,379.4222542,361.5631847,354.1023375,347.1963087,340.5600394,334.2294718,327.8169293,321.7058386,315.933504,310.4757703,305.3473015,300.1189866,295.7978174,290.7538197,286.2111161,282.3675545,278.0030117,274.0507342,270.4753341,266.6057637,263.0982506,259.8463616,257.1578623,253.6189473,250.8211009,247.8408144
53,415.247113,395.5543088,387.6479311,379.7489038,372.7160571,365.6537359,358.6991179,352.1446128,345.9631343,339.8455206,334.1667697,328.5775403,323.207678,318.5148696,313.2239054,308.3799344,304.3244455,299.8410286,295.8861605,292.0355228,288.2819795,284.3455489,280.7162697,277.5120051,274.2314394,270.9708084
54,455.8152549,434.212964,425.6720363,417.0918933,409.0019762,401.3859339,393.7129994,386.7827755,379.9203781,373.372756,366.9779242,361.200061,355.0378474,349.5731808,344.2999235,339.3187946,334.3824269,329.6302293,325.1366946,320.9462211,316.6111559,312.489036,308.5920371,304.7273738,301.4484062,297.7808075
55,501.6493942,478.0376678,468.6426839,459.0633838,450.6461071,441.7280665,433.9303421,426.1330482,418.5484455,411.220879,404.229446,397.630252,391.1687151,385.0447615,379.2836347,373.7363396,368.0589945,362.9919351,358.1063973,353.0219636,348.8251359,344.2592241,339.7496544,335.6607852,331.479226,327.6601897
56,553.0973451,527.341941,516.9339045,506.6448245,497.0616693,487.684176,478.6052453,470.3661652,461.8190539,454.0175862,446.2931917,439.4481464,432.0493272,425.2794342,418.8618245,412.8577899,406.8353539,401.023902,395.2481808,390.0056496,384.9036396,380.2312508,375.4606127,370.7731101,366.4976378,361.8937964
57,610.1780289,581.4458571,569.8213657,559.0526466,548.4868921,538.1739581,528.6708143,519.0024724,510.0605037,501.2452742,492.7755425,484.9395376,477.0472999,469.8040753,462.601006,456.0096638,449.0343458,443.0917844,436.9143748,430.9051878,425.0993889,419.6348778,414.7127991,409.523313,404.6406338,399.7050078
58,673.436774,641.6114753,629.2843551,616.8266329,605.3346551,593.9584522,583.0509527,572.9240579,562.650363,553.1922884,544.3692439,534.9878202,526.8617571,518.2921663,510.5793477,503.2756407,495.3691827,488.7121881,482.1107074,475.5819709,469.0366417,463.0077148,457.3161757,451.6640534,446.3005939,441.2017066
59,741.4887364,706.7918277,693.2474571,679.662816,667.0046919,654.6875234,642.8833112,631.0793776,620.2750756,609.6165844,599.8323312,589.9137862,580.5067992,571.4424864,562.8136596,554.4518503,546.415589,538.777645,531.2054128,523.9740486,517.1133878,510.5133934,504.3113459,498.0377643,491.8794931,486.3605255
60,813.0876528,776.2861413,761.3878659,746.5489241,732.6691263,718.7791532,706.0508863,693.5355594,681.223197,670.153154,658.4301167,648.0723644,637.9516408,627.8297615,618.2935146,609.1041559,600.5682822,591.8466176,583.5233122,576.0660141,568.4813935,561.0342311,553.5569668,547.1111863,540.681149,534.2414805
61,887.2676093,847.9563004,832.6383471,816.7036456,801.8203212,786.5923356,772.3860532,758.9498584,745.6669308,733.0372296,721.0015204,709.0820787,697.8975443,687.1098827,676.7037903,666.9261832,656.9041498,647.9603601,638.7973732,629.7988492,621.9395435,613.9924387,605.943142,598.6226898,591.8334429,584.4741881
62,964.0184226,922.4181484,906.4707355,890.4671225,873.732308,858.0078155,842.9069431,827.5654346,813.1200953,799.493839,786.058651,773.697007,760.889463,749.5219366,738.0566657,727.1167503,716.3883268,706.2005004,696.6100913,687.2462155,678.0981772,669.3140122,661.2669875,652.8809183,644.8951144,637.2215742
63,1045.610187,1001.133167,984.9974616,968.1401563,951.3859013,934.2917574,917.4014481,901.3420915,885.755847,870.450792,856.1953011,842.1216431,828.9440383,815.9163205,803.6581243,791.9814486,780.2536869,769.299261,758.64689,748.4429268,738.7117473,728.719408,719.5393049,710.8823296,702.4362099,693.7443536
64,1134.684479,1085.780486,1069.329254,1052.09241,1034.743084,1016.799232,999.2004264,981.5206245,964.6120771,948.1233671,932.5419118,917.321309,902.7439819,889.1420363,875.1998265,862.4486201,850.3643585,838.0475946,826.4403521,815.2339235,804.457968,793.9641729,783.7379598,774.1932057,765.2309348,755.6606073
65,1235.138516,1181.304963,1162.932493,1144.949548,1127.173474,1108.49463,1090.233671,1070.776468,1052.660768,1035.000201,1017.591865,1001.289302,985.434104,969.980398,955.4143801,941.0138989,927.7045038,914.7995786,902.1014864,889.670923,878.2490676,866.7548645,855.6704536,845.1567988,834.5050026,825.0225049
66,1350.161607,1290.116314,1268.987742,1249.250405,1230.542072,1211.616861,1191.88716,1172.183001,1152.176129,1133.176963,1114.578281,1096.167937,1079.118736,1062.22328,1045.960023,1030.785042,1015.483364,1001.307626,987.8976015,974.321866,961.1797601,948.8972131,937.0413899,925.1069457,913.7700774,902.871855
67,1483.766413,1415.38221,1390.771734,1368.461979,1347.344991,1327.478441,1307.362306,1286.771717,1265.794006,1250.096161,1234.993828,1215.285116,1195.85147,1177.159273,1159.563805,1142.334174,1125.879961,1109.760634,1094.556184,1079.947764,1065.697212,1051.697207,1038.138642,1025.555345,1012.898651,1000.633922
68,1636.629943,1559.306883,1530.560164,1504.566934,1480.138522,1458.235147,1436.747292,1415.02903,1393.456014,1382.339995,1370.693467,1349.117591,1327.488038,1307.142527,1287.176744,1268.41064,1249.739288,1232.317808,1214.897765,1198.783367,1183.033661,1167.811057,1153.066836,1138.461538,1124.802731,1110.935921
69,1811.869747,1724.150056,1690.199707,1658.888693,1631.257801,1605.929388,1581.935379,1559.224766,1536.105019,1524.572936,1512.53594,1488.410633,1465.16198,1442.599333,1420.772421,1399.735975,1379.968691,1359.776534,1341.79602,1322.725037,1305.869066,1289.129476,1272.85827,1256.791862,1241.333693,1226.509053
70,2007.818975,1909.812661,1869.82472,1834.191293,1801.292026,1771.703611,1744.130112,1718.936709,1694.474273,1675.553859,1657.187489,1631.548802,1605.750268,1581.628432,1557.853618,1534.854201,1512.51381,1491.214545,1470.452586,1451.385885,1431.498617,1413.35171,1395.478649,1378.071221,1361.011805,1344.449033
71,2224.306953,2116.937033,2071.632998,2029.814725,1991.466029,1956.335288,1924.708951,1895.714153,1868.304998,1842.521352,1816.044572,1789.093892,1762.577051,1735.60252,1709.491796,1684.805504,1660.521549,1636.806361,1614.733617,1592.424254,1571.853511,1551.113524,1531.523508,1513.283997,1494.643837,1476.414136
72,2467.060731,2346.137253,2297.050287,2249.214853,2204.705672,2163.987564,2126.899221,2093.128519,2062.249638,2032.864645,2004.890535,1976.613193,1947.983124,1919.499809,1890.818117,1863.31174,1836.317491,1810.407185,1785.895511,1761.542669,1738.219656,1716.838455,1693.759826,1673.48041,1653.584831,1633.594278
73,2733.8808,2603.316653,2547.529003,2495.856593,2444.898798,2397.723576,2354.79439,2315.400396,2279.040027,2245.794959,2214.335456,2184.217322,2153.95368,2123.161424,2092.866872,2062.309154,2033.072853,2004.53896,1976.748862,1950.486616,1924.815116,1899.636352,1876.484166,1852.463929,1830.30772,1808.735559
74,3031.046941,2887.880548,2829.439175,2769.756725,2714.589686,2660.963991,2610.495518,2565.074635,2522.919359,2484.500206,2448.334498,2414.658738,2381.73853,2349.947919,2317.112122,2284.815247,2252.151164,2221.091487,2190.617616,2160.954643,2132.72151,2105.398637,2078.525582,2053.842791,2027.752605,2003.998638
75,3360.887215,3204.739542,3140.691308,3078.103603,3015.525325,2956.905986,2899.659963,2846.64097,2798.079849,2753.014932,2711.673056,2673.367851,2636.587079,2601.836755,2566.897988,2532.097485,2497.557481,2462.202752,2429.200871,2396.948955,2365.088305,2334.89328,2305.784717,2277.354406,2250.31129,2222.234096
76,3725.764924,3556.708474,3488.868726,3420.877333,3355.013529,3287.806809,3225.719167,3165.015559,3108.956356,3056.841403,3008.660807,2964.865609,2923.032981,2883.901609,2846.573139,2808.805559,2771.025262,2733.923887,2696.480891,2661.01102,2626.469337,2592.603542,2560.688489,2529.036883,2498.045402,2468.804035
77,4137.215517,3949.431766,3878.155593,3805.727232,3733.629454,3662.489043,3591.881146,3525.795829,3461.330785,3401.040167,3345.872743,3293.942668,3246.262452,3201.970443,3159.787889,3118.990804,3078.686132,3038.197525,2998.106892,2958.159162,2919.953664,2882.838994,2846.794815,2812.207825,2778.607279,2744.483754
78,4603.662226,4393.070101,4313.678855,4237.410641,4159.9428,4083.179704,4007.02279,3932.203102,3861.438136,3792.717879,3728.075557,3669.276111,3614.296585,3563.021405,3515.087473,3469.39166,3425.621418,3381.541548,3338.199407,3294.61405,3251.298646,3210.663788,3171.254241,3132.148843,3094.65745,3057.61555
79,5129.689091,4896.306064,4806.708829,4721.880331,4640.257678,4557.360417,4474.944098,4394.489616,4314.042915,4238.710634,4165.199322,4096.673636,4033.18644,3973.951054,3918.919192,3867.147218,3817.754241,3769.555822,3722.228227,3675.045063,3628.096382,3582.531771,3538.358594,3495.240256,3453.389387,3412.728395
80,5741.675805,5475.027988,5375.341767,5278.750639,5187.657655,5099.609672,5010.719058,4922.782047,4836.582484,4749.694159,4669.704128,4590.489289,4516.959938,4449.595737,4385.517804,4325.712061,4269.386663,4215.506822,4163.481161,4111.805526,4060.65067,4010.599469,3960.504402,3912.44592,3866.659936,3820.422154
81,6449.357971,6148.373335,6031.243514,5924.4145,5819.508073,5720.474896,5627.107575,5531.034011,5435.687633,5342.653851,5250.129331,5163.88199,5079.267803,5000.476538,4927.610281,4858.339769,4793.331018,4732.368889,4672.977514,4616.084642,4559.936365,4504.110261,4449.221909,4395.007727,4343.698077,4292.333309
82,7261.260337,6922.295989,6789.963963,6663.174989,6547.342863,6435.515842,6328.653524,6225.916383,6122.159648,6020.918945,5920.150462,5820.71702,5727.869202,5637.092483,5551.435179,5472.642292,5397.810327,5327.258754,5260.501583,5195.823337,5133.209894,5071.46787,5010.75568,4950.779014,4891.39173,4834.499584
83,8186.555204,7805.686549,7655.918167,7513.869347,7377.205296,7252.27292,7129.893525,7013.896857,6902.758977,6791.102775,6681.033238,6572.838229,6465.302587,6365.676859,6267.830617,6175.978914,6090.025656,6008.764578,5932.409907,5858.707816,5788.288502,5719.826635,5651.933235,5584.963802,5519.363561,5453.80953
84,9226.674811,8803.377214,8637.168747,8475.304688,8320.398371,8172.789597,8037.980944,7905.561605,7780.692302,7660.902156,7540.618832,7419.763135,7303.148982,7187.551529,7079.616217,6974.346508,6875.198812,6782.946217,6695.076505,6611.707239,6530.922851,6452.588673,6377.707899,6303.330376,6229.85934,6157.958431
85,10381.16745,9914.163709,9731.936972,9552.113072,9377.532,9211.091449,9052.676067,8905.612296,8763.463449,8628.561317,8498.667578,8367.499693,8238.018385,8112.601819,7988.234818,7871.243936,7758.393457,7651.348624,7551.854205,7455.521502,7365.429669,7276.629549,7190.825999,7107.972808,7026.151157,6946.079765
86,11638.7174,11132.9711,10937.06711,10740.32515,10547.54358,10359.12209,10181.46401,10010.10846,9851.549599,9698.372277,9552.978423,9412.622145,9271.776041,9131.675499,8995.692832,8862.396252,8737.609654,8616.182709,8500.594198,8393.071692,8289.752192,8189.972415,8093.732721,7999.466122,7909.042011,7817.988959
