AGE,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042
14,15.15187652,14.5696056,14.10476648,13.5463585,12.98574814,12.40608774,12.21988269,11.80219521,11.64239228,11.37457146,11.16961507,10.99374273,10.7235106,10.52570025,10.50341711,10.09710045,9.964341891,9.970444753,9.982056066,9.760510403,9.771723017,9.542235125,9.556711918,9.578911069,9.605086854,9.395847036
15,19.39037746,18.67939468,18.03325496,17.46445256,16.84315268,16.1540249,15.49815051,15.20953474,14.80682383,14.14350089,13.81949251,13.57149452,13.22861441,12.99914693,12.80977829,12.55036123,12.44622096,12.28328564,12.29077613,12.06836373,12.08821553,12.10207028,11.87570883,11.89364701,11.92118191,11.95358661
16,24.88457792,23.88643088,23.00054592,21.73351988,21.05781291,20.11338275,19.54543262,19.28986764,18.64213052,18.02208759,17.31823645,17.14869157,16.62062753,16.58248594,16.41316798,16.23600659,15.97035532,15.72988452,15.52486389,15.53432792,15.31655189,15.34160443,15.12278401,15.13662579,15.15942863,15.19437523
17,31.46291022,29.41396612,28.54557597,27.22102233,26.16036031,25.36186412,24.34308893,23.6113861,22.77513866,22.24624508,21.64529872,21.35621127,20.87150893,20.50045355,20.10724618,20.00066669,19.6057401,19.33441284,19.43148683,19.17964899,18.95723505,18.74455968,18.77508968,18.5613977,18.57824675,18.60607524
18,37.67377027,35.98416697,34.08577907,33.08673929,31.61206545,30.49286093,29.32083349,28.49042709,27.84266938,26.90594705,26.24360744,25.89496586,25.09510474,24.9752199,24.31488432,24.24283237,23.75218252,23.60136155,23.09471463,22.8306472,22.76901416,22.55019452,22.57575387,22.61217211,22.40417838,22.42443142
19,43.53337037,41.2885999,39.43050374,38.18495871,36.27970072,35.1893712,34.04219385,33.04663033,32.15430045,31.12878025,30.35676256,29.8162658,29.02966626,28.64867365,28.00987624,27.73693682,27.30526958,27.09846566,26.5071405,26.45218541,26.52097192,26.18345183,26.19885621,26.22827109,26.03965632,26.06843078
20,47.44700865,44.73881056,43.07743229,41.53461812,39.89254262,38.61123924,37.08427534,36.19287417,35.14809612,34.22674225,33.37135284,32.78631346,31.94834268,31.40558048,30.77502896,30.53265304,30.00483292,29.85208948,29.46754161,29.11439606,29.05479175,28.96714872,28.82972867,28.61941964,28.6511776,28.69620174
21,49.61979712,47.04030329,45.32943282,43.48954329,42.00456466,40.68008111,39.46198453,38.24602674,37.34456933,36.02774136,35.34470909,34.45492776,33.84928548,33.65367471,32.67542338,32.03435851,31.76688723,31.4349191,31.31762378,30.96112168,30.83769831,30.77515758,30.73700508,30.80368385,30.82142471,30.63014772
22,50.19285814,48.01725838,46.20848995,44.54358405,42.97929633,41.54524289,40.25277757,39.30398974,38.09681775,37.20712134,36.1552596,35.4765891,35.05803273,34.21548456,34.01037537,33.48560784,33.05879211,32.55752186,32.21513817,31.90150196,31.77692163,31.65718783,31.59349701,31.57840128,31.63428979,31.65227083
23,50.60091397,48.48620266,46.78287472,44.80536391,43.64581988,42.3438248,40.70769494,39.90667225,38.45370852,37.75183944,37.12815021,36.08761188,35.65689395,35.00345398,34.39521001,34.18638593,33.66618111,33.24027505,33.16411133,32.81422758,32.51656848,32.62039645,32.28593119,32.22154489,32.44747984,32.27146937
24,51.41580223,49.08796787,47.47010936,45.77644016,44.30424812,43.18157283,41.89859136,40.51422262,39.71076917,38.50904963,37.81143336,37.18985421,36.64140039,36.20278354,35.30120232,35.13925054,34.69010176,34.39316868,33.74359196,33.6571333,33.7168451,33.44125415,33.34329302,33.22951824,33.16354178,33.1916562
25,52.72680499,50.59487138,48.96367604,47.60183708,45.95489403,44.74750825,43.43282164,42.64114101,41.50718239,40.49221071,39.56483656,38.63879589,38.25669492,37.43816018,36.9871905,36.51982176,36.10577872,36.06304515,35.77279043,35.32396817,35.41524373,35.03098895,34.78674031,34.92674008,34.8182638,35.18102038
26,55.34255637,53.45339572,51.59606352,50.23354191,48.68575865,47.33407715,45.92386495,45.08363013,44.11105771,42.76345933,42.2696125,41.39165177,40.50776483,40.09692997,39.71502051,39.22407645,38.67524693,38.43558241,37.88780879,37.82312689,37.56493367,37.60859745,37.18931427,37.41826646,37.38582819,37.28520596
27,59.06908879,56.75015101,55.28520227,53.50541365,51.99335275,50.69525704,49.4279279,48.02070921,47.19562474,46.28788519,45.43830988,44.5384433,43.96880191,43.14232552,42.69022903,41.99708193,41.70304823,41.29219475,41.21492693,40.58270723,40.52886923,40.45190557,40.43464096,40.1758259,40.26218906,40.49021005
28,63.52430189,60.99735056,59.30728238,57.60145449,56.13355916,54.4832732,53.20111548,52.24098114,51.26536289,50.0128957,49.18986827,48.3761279,47.79931015,47.06833287,46.30922988,45.80693245,45.51168133,45.15441154,44.84447844,44.68463982,44.37732792,44.33860855,44.00111071,43.90935437,44.00485287,43.96871279
29,68.26588769,65.8343686,63.99524732,62.47428,60.73831492,59.39044393,58.04216785,56.76177345,55.90321142,54.68641454,53.90479876,53.19804296,51.96760298,51.49114771,51.10244936,50.17958017,49.86330789,49.6983884,49.26625109,48.80567962,48.77610769,48.55855227,48.32069409,48.36079282,48.38670992,48.20339783
30,73.43725412,71.22756756,68.93866095,67.55284376,65.76769955,64.41136558,62.96986442,61.91302528,60.83782374,59.86967177,58.8525311,58.09679373,57.28338713,56.567406,55.97845069,55.21445294,54.87979071,54.48838855,54.19768245,53.68457487,53.28858604,53.59840179,53.23293487,53.22920236,52.99586249,53.13319137
31,78.8036138,76.30802636,74.61593084,72.88764533,71.53029167,69.89909248,68.48146005,67.58996845,66.17975204,65.308425,64.46575954,63.42279051,62.91834003,62.01721322,61.12540469,60.90075804,60.01842198,59.53482787,59.31577652,59.13391558,59.00259752,58.86468142,58.6030363,58.72783506,58.74580925,58.44485675
32,84.51658466,81.99068024,80.39709949,78.55335776,77.15521129,75.82530632,74.54168016,73.24749642,72.27202506,71.16128913,70.27323056,69.5682421,68.49565585,67.79865139,67.26949007,66.67154507,66.35993101,65.86187858,65.50057313,65.18640236,64.84548947,64.61139769,64.26815208,64.54500743,64.27375478,64.52882664
33,90.93168328,88.35300813,86.62472011,85.03099302,83.95285136,82.40008175,81.08501753,79.90326605,79.12512598,78.09457788,76.86696354,75.95898215,75.18780217,74.96867064,74.30962343,73.51066249,73.21784284,72.3682325,72.51294087,72.04016239,71.62124911,71.584532,71.46416918,71.09589568,71.21593468,71.38324873
34,98.02624388,95.4302198,93.79701317,92.36878069,91.00948385,90.04405405,88.3034856,87.43026784,86.3183318,85.41132846,84.97886231,83.87050394,82.93818283,82.58301825,82.09907361,81.48230829,80.89164656,80.22024526,80.27753089,79.64417434,79.31980143,79.27695478,79.27232318,79.24899234,79.04816049,78.98527157
35,106.2021122,103.7720329,101.8479102,100.4681633,99.0946755,97.96734422,96.88929047,96.01348108,95.13826071,94.06586952,93.41925959,92.77600594,91.80243505,91.27666718,90.92889338,90.39553042,89.6044333,89.2496702,88.90781865,88.48488762,88.3050941,88.16100403,87.7306472,87.7372772,88.03262385,87.96360846
36,115.0643107,112.5947739,111.391636,109.8950159,108.5624314,107.4314957,106.3001757,105.5718475,104.622346,103.9625648,102.9045502,102.2889768,101.6715751,100.852003,100.2947927,100.1965911,99.60845871,99.09450439,98.7860143,98.55499275,98.15516176,97.97614195,97.78308202,97.69166438,97.42939968,97.78672127
37,125.159709,122.6227595,121.309412,120.2006107,118.9158722,117.6359764,116.7075961,115.7844228,114.9631677,114.1344495,113.6910419,112.8404545,112.4432689,111.6714968,111.2438218,110.6509127,110.3914643,109.9658193,109.512468,109.5071831,108.9348758,109.0566124,108.6631847,108.4414924,108.6737724,108.5952413
38,135.903044,133.6966532,132.2220601,131.3808677,130.1691854,129.0949823,128.0902933,127.0958814,126.1482331,125.6981504,124.9463462,124.5015841,123.6219304,123.2182773,122.9527137,122.284288,122.0893411,121.4735957,121.4285794,121.2671408,121.1423376,120.7051328,120.4277344,120.5689378,120.0925064,119.8923688
39,147.6410287,145.386335,144.2347611,143.0589051,141.7968469,140.950017,139.8413524,138.8746547,138.0197411,137.9385772,136.9749811,136.2831452,135.8367247,135.1300787,135.1248019,134.7507273,134.0677853,134.051623,133.5405643,133.4254073,133.3352787,132.8673349,132.7997961,132.6099047,132.568314,132.3398618
40,159.7722482,157.5588944,155.9526596,154.5976779,153.7465147,152.7494326,151.7990615,150.8770881,149.9399087,149.6663873,148.889033,148.3033552,147.8901012,147.4418941,146.4759054,146.4552787,146.1707783,145.6843214,145.6294758,145.4363991,145.028257,145.0070368,144.6444524,144.4799075,144.6056788,144.6213684
41,171.9754935,169.366125,168.0693964,166.0831256,165.5231459,164.5214805,163.3208418,162.4842029,161.5114337,160.833004,160.2520941,159.8971642,159.2367539,158.6792966,158.2288898,157.8796082,157.6332316,157.4333824,157.1404396,156.8283868,156.4924084,156.4668487,156.2883543,156.0185368,155.9850161,156.1810833
42,184.311639,181.5306333,180.1349611,178.2268751,176.9045276,175.9146849,175.0079887,174.055223,173.0939678,172.0707889,171.189897,170.766754,170.1639201,169.6455068,169.1826173,168.7298356,168.148615,168.1200954,167.9852899,167.8729094,167.5249396,167.255178,167.1676842,167.2774246,166.858705,166.9502002
43,197.0549793,193.7608038,192.156848,190.719264,189.2382385,187.5483224,186.6109614,185.3208884,184.3762377,183.2850953,182.4440341,181.3589413,180.650996,180.2491389,180.0971067,179.5097141,179.0543773,178.6752872,178.2288977,178.3644371,177.9894462,177.6068303,177.6100725,177.6882357,177.6341256,177.0460494
44,210.4235026,206.9345385,204.8424459,202.9453349,201.2321324,199.671783,197.8744455,196.7670576,195.563778,194.3976259,193.4040624,192.51547,191.4569853,190.4665417,190.0425349,189.3419399,189.332438,188.8750816,188.2819754,188.2788509,188.2486485,187.6009237,187.6252987,187.6734031,187.6949777,187.4733895
45,224.9639783,220.8760516,218.3105956,216.0098213,214.0828989,212.0966558,209.9287769,208.2681165,206.738086,205.4008476,204.4719323,203.3434308,201.9456644,200.9105936,200.3332879,199.6616095,199.3197132,198.7648812,198.0845947,197.7218906,197.5352414,197.5322562,197.040422,197.2536226,197.1091413,197.0775445
46,240.4951688,235.6607671,232.7483456,229.7545013,227.2567792,224.8004802,222.7771781,220.7605616,218.7061549,216.9915366,215.5115409,214.1295576,212.628109,211.6487881,210.6370552,209.7909197,209.0969555,208.6550765,208.0173826,207.5546816,207.4181081,207.2547617,207.2907747,206.7409476,206.9238025,206.8109592
47,257.6042585,251.4734774,247.966041,244.9200514,241.7497314,239.0746578,236.0839666,233.508614,231.3710029,229.4364978,227.5206706,225.8890496,224.5124231,223.1087574,221.8482252,220.6289203,219.5067422,218.7897838,218.7073641,217.9645162,217.9414142,217.5804109,217.4313071,217.300605,217.1379799,217.0674518
48,276.4109938,269.7503218,265.4720052,261.2540635,257.8783298,254.5623825,251.2444994,248.4637454,245.8518896,243.0941522,240.7531806,239.0802835,236.7979931,235.6579843,234.3596967,232.8118472,231.8516708,230.8706378,230.126231,229.512098,229.3030249,228.8375055,228.6736926,228.5218091,228.6810911,228.7098374
49,296.9600331,289.6786891,284.580672,280.1990426,275.7052136,272.0276234,268.3717834,264.6842942,261.6187661,258.9829917,256.1308894,253.6227234,251.8565425,250.0323218,248.2071999,246.7953956,245.6511382,244.7227291,243.6125293,243.0633207,242.6233565,242.2106258,242.1859607,241.7340795,242.1779902,242.0421297
50,320.6582046,312.4464666,306.9754573,301.4752482,296.8225116,292.2372817,288.2993059,284.1385897,280.647221,277.3383578,274.7245694,271.8134173,269.1032462,267.3180292,265.1618481,263.8076703,262.310719,261.0929603,259.9699891,259.1172783,258.5323595,258.5318967,258.2673255,258.2415634,257.8743783,258.2201497
51,348.3190009,338.839291,332.6856649,326.9167308,321.2410443,316.375301,311.4059048,307.2559142,303.1559003,299.7575163,296.0028263,293.4625494,290.7916836,288.0924367,286.3075232,284.1507782,282.5768973,281.2587088,280.1838677,279.1082561,278.6331308,278.0024606,277.8096923,277.5840858,277.5569658,277.4232202
52,379.4222542,369.3155818,362.3893348,356.1171119,349.8927943,344.4862316,339.2515644,334.2598627,330.2018734,326.090826,322.462841,318.822405,316.1751822,313.0135787,310.8001104,309.022145,307.1954264,305.8679264,304.5389918,303.5879424,302.5718608,301.9031043,301.6711081,301.8018329,301.4641591,301.6564409
53,415.247113,404.0351324,396.528166,389.3954565,382.99635,376.8163987,371.2391547,365.9239296,361.265897,356.4867366,352.7366225,349.0401396,345.8296491,343.149279,340.3328455,338.0290426,336.2148297,334.0943648,333.2495555,331.9494271,331.1033581,330.3915656,329.8644752,329.7988,330.0840088,329.9425053
54,455.8152549,443.7536679,435.0860358,427.7690523,420.2502489,413.9192586,407.6204409,402.0837267,396.7612994,391.9095957,387.6287906,383.4825847,379.8912243,376.9290947,374.0277221,371.6047763,369.1604643,367.7975007,365.9247174,364.869846,363.8728896,362.8780664,362.7194076,362.2128578,362.5319781,362.8030874
55,501.6493942,488.4544053,479.1523101,470.9636262,463.1520407,455.4864516,448.973222,442.8297063,436.8773523,431.6282382,426.9468272,422.5809077,418.6597863,415.1096924,411.7013891,409.1556362,406.6565332,404.5422009,403.3770993,401.6144058,400.8194218,399.9314538,399.4725457,399.1756975,399.0405607,399.2814763
56,553.0973451,538.5969047,528.5826823,519.2645354,510.6126803,502.7081904,495.1383316,488.4028962,482.4721507,476.5500461,471.4749629,466.6434093,462.2944671,458.3053745,454.9799706,451.9594924,449.6050327,447.0952672,445.2479298,443.7172344,442.3683831,442.0742981,441.1089859,440.932615,440.981711,440.8523145
57,610.1780289,594.1711032,583.073215,573.1045025,563.9323506,554.7366656,547.1398908,539.0275395,532.4684754,526.1482451,520.4835083,514.9790121,510.150072,506.1296902,502.4629117,499.0430176,496.2193423,493.8613737,491.6459937,490.0203805,488.8666072,487.5407559,487.2830436,486.9874849,486.8410766,486.7746488
58,673.436774,655.652211,643.389024,632.1307066,621.8522888,612.3006299,603.1439349,595.1417673,587.141773,580.5152543,574.7534317,568.6673116,563.2682967,558.5726071,554.5232875,550.8627964,547.7598724,544.6823868,542.6481809,540.7816172,539.0637217,538.2941897,537.3286112,537.1119757,537.0552586,537.3983304
59,741.4887364,722.2015333,708.9828454,696.9227495,685.608415,674.8901832,665.1041637,655.9037472,647.6605063,639.7972672,632.851579,626.5850098,621.2004807,615.7528159,611.3424849,607.1148163,603.6053249,600.4774789,597.9731612,596.0764023,594.3452903,593.2797726,592.6123463,592.3298983,592.1587147,591.9072366
60,813.0876528,792.848337,778.5661665,765.5560689,752.9190245,741.2493395,730.4993953,720.421106,711.3459568,703.2785881,695.3382215,688.7164799,682.4336564,676.621958,671.3958045,666.9969236,663.3355194,659.8438745,656.8039383,654.6666163,653.2191814,651.6629918,650.6880694,650.2252451,650.0699662,650.4247855
61,887.2676093,866.2754873,851.8813501,837.2786881,823.943707,810.9301241,799.5655847,788.4682425,778.5009544,769.2863987,761.1503821,753.1286067,746.5962999,740.5266936,734.9663878,729.9991063,725.5620746,722.0506427,719.3713074,716.5180469,714.5309809,713.0400878,712.2244901,711.3101521,711.6646558,711.7780022
62,964.0184226,941.8161446,927.3388731,912.481747,898.0751597,884.6388669,871.7091337,859.8395825,849.0387029,839.1456098,829.7508357,821.9762894,814.1022938,807.6465673,801.5879339,796.045912,791.3721024,787.5503521,784.2428752,781.4930931,779.4070541,777.6023093,776.639,776.0672628,775.7286241,775.7425189
63,1045.610187,1022.606748,1007.076676,991.9247513,977.9042293,962.7855997,948.9377998,936.023137,924.2594836,913.4317936,904.0331362,894.6211505,886.9542859,879.2439879,872.8428712,867.0745421,862.013734,857.4797583,854.2109988,850.7083452,848.7555122,846.5801894,845.5429685,844.9129986,844.903899,844.5650923
64,1134.684479,1109.333208,1093.576337,1078.742615,1063.56796,1048.554239,1033.61793,1019.993871,1006.937307,995.0716026,984.5254635,974.5854481,965.7612655,957.6930931,950.4013629,944.2477102,939.0871276,934.2765346,929.9854817,926.9434868,924.5520193,922.4010608,920.8694439,920.4400335,920.2512553,919.7874564
65,1235.138516,1206.653544,1189.388914,1173.589791,1158.296563,1142.572988,1128.007544,1112.711564,1098.882203,1086.061134,1074.073381,1063.365405,1053.933596,1045.106244,1037.489738,1030.437743,1024.717535,1019.825068,1015.27775,1011.383522,1008.893411,1006.846606,1005.020023,1004.204542,1003.977284,1004.090382
66,1350.161607,1317.21576,1297.71888,1280.256472,1264.368848,1248.917384,1233.196069,1217.924264,1203.305209,1189.071447,1176.305619,1164.342729,1153.904871,1144.336936,1136.040831,1128.565499,1121.593205,1116.495345,1112.030836,1107.994138,1104.724829,1102.113263,1100.395754,1099.536073,1099.094005,1099.229149
67,1483.766413,1445.746187,1422.896397,1402.331282,1384.662203,1368.273074,1352.671115,1336.840249,1321.59343,1310.042466,1299.705141,1286.886006,1275.281357,1264.300548,1255.246367,1246.68789,1239.910658,1233.155261,1228.116761,1224.148877,1220.41438,1217.67484,1216.281019,1215.103634,1214.713253,1214.116679
68,1636.629943,1593.12176,1565.474222,1541.708125,1521.041389,1502.848102,1486.445044,1470.338918,1454.56494,1446.767271,1438.899085,1425.107287,1411.984426,1400.306535,1389.659672,1380.668674,1372.588744,1366.179697,1359.958311,1355.388082,1351.886143,1348.709882,1346.534158,1345.410166,1344.819443,1344.59725
69,1811.869747,1761.001689,1728.704741,1700.527643,1676.296545,1655.599339,1636.491667,1619.929552,1603.577404,1595.598516,1587.635923,1572.484492,1558.662148,1545.121128,1533.990284,1523.79456,1515.268439,1507.580684,1501.251043,1495.350867,1491.470365,1488.764949,1486.16589,1484.662546,1483.964689,1483.836643
70,2007.818975,1950.546976,1912.888166,1879.88652,1850.767875,1826.148355,1804.807047,1785.376327,1768.501201,1756.005191,1744.04425,1728.408637,1712.979657,1699.054781,1686.671428,1675.447182,1665.609688,1657.503939,1650.415209,1644.869197,1639.553769,1636.607494,1634.27634,1632.524702,1632.04996,1630.968236
71,2224.306953,2162.363401,2119.081181,2079.890551,2046.156108,2016.821807,1991.233974,1969.524101,1950.410868,1933.083827,1916.871965,1900.65051,1884.738876,1869.246281,1856.141176,1844.151758,1832.981789,1823.979325,1816.35542,1809.939913,1805.360297,1800.465629,1798.685663,1797.177833,1796.321441,1795.600347
72,2467.060731,2396.411622,2349.418404,2305.079768,2265.40976,2230.96118,2200.282272,2174.397243,2152.631588,2132.861418,2115.586207,2099.0533,2082.912451,2067.341094,2052.001304,2039.651122,2027.666123,2017.437326,2008.698142,2002.268348,1996.185388,1992.452523,1988.645484,1987.462793,1986.888408,1985.954087
73,2733.8808,2658.798353,2605.789467,2557.284421,2512.206318,2471.245461,2435.783379,2404.491415,2378.715781,2356.235499,2336.438356,2319.08724,2302.845751,2286.666309,2271.665967,2256.362258,2244.23111,2233.172007,2223.728281,2215.944528,2209.996357,2204.821787,2202.11612,2199.28463,2198.927105,2199.020212
74,3031.046941,2949.299684,2893.165474,2838.741083,2789.323158,2742.280918,2700.264971,2664.40003,2632.632735,2606.054874,2583.534886,2564.014103,2546.773094,2530.826597,2514.795847,2499.638269,2485.483225,2473.915891,2463.214446,2454.681046,2448.061327,2443.201964,2439.004798,2438.072481,2435.82537,2435.739439
75,3360.887215,3272.754121,3211.964538,3154.517742,3097.629617,3047.540197,2999.173733,2956.343928,2920.057444,2887.59724,2861.331599,2838.427153,2818.441031,2801.485599,2785.470119,2770.156651,2755.709621,2742.290293,2731.350132,2721.652132,2714.432211,2708.87747,2704.643236,2702.332074,2702.100002,2700.576031
76,3725.764924,3632.199865,3568.020885,3505.01538,3446.516993,3388.269664,3336.526491,3287.017052,3243.926508,3206.564091,3174.236073,3147.315818,3124.719471,3105.255692,3088.065308,3072.276269,3057.558361,3044.052416,3031.561869,3021.926927,3013.597942,3007.500641,3002.919627,3000.519409,2998.819629,2999.220655
77,4137.215517,4032.436436,3965.746788,3899.12539,3835.094405,3774.036949,3714.819453,3661.054733,3610.947332,3566.911552,3529.084913,3496.673032,3469.870328,3447.21144,3427.848975,3411.694151,3396.464835,3382.53804,3370.225717,3358.528478,3349.989094,3343.141349,3338.0092,3335.531725,3334.565401,3333.284953
78,4603.662226,4485.318423,4410.554696,4341.304686,4272.857598,4206.888172,4144.155543,4083.085092,4028.484317,3977.496975,3932.411566,3894.82223,3861.739154,3834.717401,3812.787577,3793.796981,3778.195779,3763.900439,3751.030657,3739.873208,3729.532205,3722.513483,3717.291683,3714.246199,3713.253612,3712.344516
79,5129.689091,4999.851692,4914.799072,4837.828629,4765.573284,4695.155215,4627.362798,4562.65238,4499.99445,4444.723569,4392.325889,4347.306644,4309.146781,4277.020502,4250.237504,4227.85078,4209.596525,4195.182686,4181.838266,4169.951478,4160.692699,4151.71178,4146.406796,4143.334926,4142.008871,4141.284021
80,5741.675805,5589.909209,5495.786545,5408.14602,5327.532495,5253.434973,5180.788206,5110.657946,5044.195422,4980.23844,4923.376638,4870.938611,4825.446827,4787.207043,4755.085824,4728.683333,4707.033915,4689.824684,4676.506154,4664.600867,4654.27332,4646.453194,4639.433105,4636.39744,4635.362029,4634.515319
81,6449.357971,6277.382519,6165.73674,6068.566767,5976.570985,5893.513898,5816.560461,5741.569098,5669.235034,5601.411379,5535.977008,5478.799655,5425.192277,5379.159539,5341.301948,5309.384048,5284.375632,5263.540432,5247.315435,5234.966934,5224.660856,5216.271514,5210.250022,5205.592203,5205.129896,5204.527327
82,7261.260337,7066.728533,6940.926546,6824.824871,6722.817764,6628.632149,6541.148759,6463.112681,6384.64325,6311.299235,6240.682724,6174.381411,6116.246453,6062.205643,6016.242491,5978.614368,5948.186769,5924.186912,5904.582522,5889.624251,5879.132935,5870.56586,5864.49741,5861.114532,5858.458149,5859.200085
83,8186.555204,7968.272134,7826.116315,7694.332531,7573.932635,7468.559103,7368.214378,7279.844777,7197.273456,7117.599646,7041.486315,6970.013623,6901.301363,6843.358248,6790.02842,6744.547651,6708.621474,6678.350159,6655.613453,6638.15488,6625.192248,6617.31157,6611.20022,6607.528284,6606.033351,6605.01923
84,9226.674811,8985.739774,8827.285897,8677.43379,8542.176402,8416.1242,8306.52756,8203.003701,8110.835857,8026.531439,7943.864755,7866.283263,7793.589808,7725.05273,7667.010965,7614.354799,7569.966053,7536.099579,7508.362752,7486.809969,7472.064945,7460.533039,7454.874452,7451.534999,7451.230319,7450.981355
85,10381.16745,10116.86609,9943.969501,9780.596664,9625.239874,9483.385254,9352.406679,9238.585628,9132.605366,9037.666926,8951.808592,8866.504864,8788.242249,8715.217689,8646.940626,8589.878173,8538.21986,8496.087847,8463.895089,8438.869216,8419.579196,8407.380682,8400.280276,8397.234586,8396.557855,8396.986344
86,11638.7174,11358.59524,11173.17242,10994.49314,10823.1033,10661.48052,10515.85595,10379.89857,10264.04923,10155.5048,10058.5175,9971.93725,9885.94423,9806.623628,9733.86472,9666.175749,9610.589566,9560.360665,9521.813285,9492.666739,9470.971124,9456.327986,9446.358774,9441.888627,9441.637566,9442.888807
